Year,Month,ShopName,Item,Quantity,Total,Wholesale,Profit
2024,October,Nittambuwa,foil paper L -630,2,"Rs.  1,260.00","Rs.  1,100.00",Rs.  160.00
2024,October,Nittambuwa,foil paper- 500,5,"Rs.  2,400.00","Rs.  2,000.00",Rs.  400.00
2024,October,Nittambuwa,Foot bath massanger - 8500,1,"Rs.  8,500.00","Rs.  7,500.00","Rs.  1,000.00"
2024,October,Nittambuwa,foot file  - 280,3,Rs.  840.00,Rs.  600.00,Rs.  240.00
2024,October,Nittambuwa,foot file wooding - 300,1,Rs.  350.00,Rs.  225.00,Rs.  125.00
2024,October,Nittambuwa,foot nail set colour toe box - 400,1,Rs.  400.00,Rs.  250.00,Rs.  150.00
2024,October,Nittambuwa,fouchme sponch packet - 350,2,Rs.  700.00,Rs.  400.00,Rs.  300.00
2024,October,Nittambuwa,fresh & white cream,9,"Rs.  7,200.00","Rs.  5,850.00","Rs.  1,350.00"
2024,October,Nittambuwa,frozen collegen,1,"Rs.  1,800.00","Rs.  1,150.00",Rs.  650.00
2024,October,Nittambuwa,Garnier night cream L - 1500,1,"Rs.  1,500.00","Rs.  1,050.00",Rs.  450.00
2024,October,Nittambuwa,geemy hair iron 2819 - 2500,1,"Rs.  2,500.00","Rs.  1,500.00","Rs.  1,000.00"
2024,October,Nittambuwa,Gillette blade,4140,"Rs.  41,400.00","Rs.  35,604.00","Rs.  5,796.00"
2024,October,Nittambuwa,Glatt straight box,2,"Rs.  4,200.00","Rs.  3,500.00",Rs.  700.00
2024,October,Nittambuwa,Glatt straight pack,3,"Rs.  15,800.00","Rs.  12,750.00","Rs.  3,050.00"
2024,October,Nittambuwa,gloves  platick- 10,16,Rs.  160.00,Rs.  80.00,Rs.  80.00
2024,October,Nittambuwa,Gloves black box -1700,3,"Rs.  5,300.00","Rs.  3,450.00","Rs.  1,850.00"
2024,October,Nittambuwa,Gloves black loose,116,"Rs.  2,320.00","Rs.  2,030.00",Rs.  290.00
2024,October,Nittambuwa,gloves white lose,36,Rs.  720.00,Rs.  630.00,Rs.  90.00
2024,October,Nittambuwa,Glow & lovely - 800,1,Rs.  650.00,Rs.  650.00,Rs.  0.00
2024,October,Nittambuwa,golden jasmine sent - 480,1,Rs.  480.00,Rs.  375.00,Rs.  105.00
2024,October,Nittambuwa,Good look gel  (S),3,"Rs.  1,050.00",Rs.  877.50,Rs.  172.50
2024,October,Nittambuwa,Good look gel (L),1,"Rs.  1,220.00","Rs.  1,012.50",Rs.  207.50
2024,October,Nittambuwa,Good look gel (M),3,"Rs.  2,025.00","Rs.  1,687.50",Rs.  337.50
2024,October,Nittambuwa,Good look gel (SS),4,"Rs.  1,000.00",Rs.  827.00,Rs.  173.00
2024,October,Nittambuwa,Good look hair spray (L),1,"Rs.  3,560.00","Rs.  4,037.50",-Rs.  477.50
2024,October,Nittambuwa,good look styling gel,2,Rs.  240.00,Rs.  208.00,Rs.  32.00
2024,October,Nittambuwa,goree beauty cream,2,"Rs.  1,600.00","Rs.  1,080.00",Rs.  520.00
2024,October,Nittambuwa,hair driyer mac- 6685,1,"Rs.  10,000.00","Rs.  8,500.00","Rs.  1,500.00"
2024,October,Nittambuwa,hair extantion  (10) - 1600,1,"Rs.  1,600.00","Rs.  1,200.00",Rs.  400.00
2024,October,Nittambuwa,hair extantion (11) - 2300,1,"Rs.  2,300.00","Rs.  1,800.00",Rs.  500.00
2024,October,Nittambuwa,hair extention - 280,1,Rs.  280.00,Rs.  200.00,Rs.  80.00
2024,October,Nittambuwa,hair grips .l loss,33,"Rs.  3,960.00","Rs.  2,310.00","Rs.  1,650.00"
2024,October,Nittambuwa,hair grips .s box-700,2,"Rs.  1,400.00",Rs.  900.00,Rs.  500.00
2024,October,Nittambuwa,hair grips-5 loss,63,Rs.  945.00,Rs.  330.75,Rs.  614.25
2024,October,Nittambuwa,hair iron mac- 2028,3,"Rs.  34,500.00","Rs.  25,500.00","Rs.  9,000.00"
2024,October,Nittambuwa,hair net .L loss,6,Rs.  180.00,Rs.  99.96,Rs.  80.04
2024,October,Nittambuwa,hair net blue  - 400,2,Rs.  850.00,Rs.  600.00,Rs.  250.00
2024,October,Nittambuwa,Hair net blue (m) -550,9,"Rs.  4,950.00","Rs.  3,375.00","Rs.  1,575.00"
2024,October,Nittambuwa,Hair net loss,16,Rs.  320.00,Rs.  160.00,Rs.  160.00
2024,October,Nittambuwa,hair net xl packet -600,2,"Rs.  1,200.00",Rs.  900.00,Rs.  300.00
2024,October,Nittambuwa,hair pin 2 loss -100,18,"Rs.  1,800.00",Rs.  945.00,Rs.  855.00
2024,October,Nittambuwa,hair pin 3 box,5,"Rs.  4,500.00","Rs.  3,250.00","Rs.  1,250.00"
2024,October,Nittambuwa,hair pin 3 loss,39,"Rs.  3,900.00","Rs.  2,925.00",Rs.  975.00
2024,October,Nittambuwa,"hair pin amarican 4"" box -1200",4,"Rs.  5,250.00","Rs.  3,800.00","Rs.  1,450.00"
2024,October,Nittambuwa,hair pin american-3 loss,1,Rs.  50.00,Rs.  30.00,Rs.  20.00
2024,October,Nittambuwa,hand mirrer- 1000,2,"Rs.  2,000.00","Rs.  1,500.00",Rs.  500.00
2024,October,Nittambuwa,handle comb L -150,5,Rs.  750.00,Rs.  600.00,Rs.  150.00
2024,October,Nittambuwa,handle comb t&g  white colour -140,2,Rs.  280.00,Rs.  180.00,Rs.  100.00
2024,October,Nittambuwa,handle comb-120,2,Rs.  240.00,Rs.  160.00,Rs.  80.00
2024,October,Nittambuwa,haokali facial mask tissu-220,4,Rs.  880.00,Rs.  720.00,Rs.  160.00
2024,October,Nittambuwa,head band - 180,12,"Rs.  2,160.00","Rs.  1,440.00",Rs.  720.00
2024,October,Nittambuwa,himalaya face wash -770,1,Rs.  770.00,Rs.  642.20,Rs.  127.80
2024,October,Nittambuwa,Hopes after shave (S),7,"Rs.  1,120.00",Rs.  840.00,Rs.  280.00
2024,October,Nittambuwa,Hopes aftershave (L),54,"Rs.  17,820.00","Rs.  15,660.00","Rs.  2,160.00"
2024,October,Nittambuwa,Hopes bayrum (L),67,"Rs.  22,110.00","Rs.  19,430.00","Rs.  2,680.00"
2024,October,Nittambuwa,Hopes bayrum (S),1,Rs.  160.00,Rs.  120.00,Rs.  40.00
2024,October,Nittambuwa,Hopes ice cool,38,"Rs.  12,540.00","Rs.  11,020.00","Rs.  1,520.00"
2024,October,Nittambuwa,hopes massage tonic-330,24,"Rs.  7,920.00","Rs.  6,960.00",Rs.  960.00
2024,October,Nittambuwa,hopes shaving gel - 450,17,"Rs.  7,650.00","Rs.  6,460.00","Rs.  1,190.00"
2024,October,Nittambuwa,hopes shaving gel L -850,3,"Rs.  2,550.00","Rs.  1,950.00",Rs.  600.00
2024,October,Nittambuwa,Hopes uluhal,31,"Rs.  10,230.00","Rs.  8,990.00","Rs.  1,240.00"
2024,October,Nittambuwa,huda beauty  2 in 1eye liner - 320,3,"Rs.  1,290.00",Rs.  675.00,Rs.  615.00
2024,October,Nittambuwa,huda beauty blusher 4 coloue - 1000,1,"Rs.  1,000.00",Rs.  750.00,Rs.  250.00
2024,October,Nittambuwa,huda beauty compack powder - 600,1,Rs.  850.00,Rs.  450.00,Rs.  400.00
2024,October,Nittambuwa,huda beauty eye lash - 120,7,Rs.  840.00,Rs.  388.50,Rs.  451.50
2024,October,Nittambuwa,huda beauty Eye lash glue -150,2,Rs.  300.00,Rs.  160.00,Rs.  140.00
2024,October,Nittambuwa,huda beauty eye shadow palette - 950,2,"Rs.  1,900.00","Rs.  1,500.00",Rs.  400.00
2024,October,Nittambuwa,huda beauty fixer - 1900,2,"Rs.  3,800.00","Rs.  3,200.00",Rs.  600.00
2024,October,Nittambuwa,huda beauty liqued eye liner - 650,1,Rs.  650.00,Rs.  450.00,Rs.  200.00
2024,October,Nittambuwa,huda beauty loose powder - 500,3,"Rs.  1,500.00","Rs.  1,050.00",Rs.  450.00
2024,October,Nittambuwa,huda vioji  eye shadow-650,1,Rs.  900.00,Rs.  500.00,Rs.  400.00
2024,October,Nittambuwa,huda/kiss beauty maskara  - 400,3,"Rs.  1,200.00",Rs.  900.00,Rs.  300.00
2024,October,Nittambuwa,hudaviojin eye shadow 8 colour-900,1,Rs.  900.00,Rs.  500.00,Rs.  400.00
2024,October,Nittambuwa,Intimate body lotion -1200,3,"Rs.  3,600.00","Rs.  2,250.00","Rs.  1,350.00"
2024,October,Nittambuwa,invisible pin-180,3,Rs.  540.00,Rs.  375.00,Rs.  165.00
2024,October,Nittambuwa,Iuodanqi poly gel nail set - 480,2,"Rs.  1,000.00",Rs.  700.00,Rs.  300.00
2024,October,Nittambuwa,J oil -11ml,6,"Rs.  1,620.00","Rs.  1,350.00",Rs.  270.00
2024,October,Nittambuwa,J oil-3ml,1,Rs.  160.00,Rs.  140.00,Rs.  20.00
2024,October,Nittambuwa,jaguar  cesser silver/purple/blue/lum-1550,4,"Rs.  6,200.00","Rs.  4,000.00","Rs.  2,200.00"
2024,October,Nittambuwa,jaguar cesser colour  -1600,1,"Rs.  1,600.00","Rs.  1,200.00",Rs.  400.00
2024,October,Nittambuwa,jaguar cesser colour  -2200,2,"Rs.  4,400.00","Rs.  3,500.00",Rs.  900.00
2024,October,Nittambuwa,"jaguar cesser riham    -2000(7' 6.5"")",3,"Rs.  6,000.00","Rs.  4,650.00","Rs.  1,350.00"
2024,October,Nittambuwa,jagur cesser  BMI - 1350,2,"Rs.  2,650.00","Rs.  1,700.00",Rs.  950.00
2024,October,Nittambuwa,jagur trimp cesser(riham) -2000,1,"Rs.  2,000.00","Rs.  1,550.00",Rs.  450.00
2024,October,Nittambuwa,jambo comb .L,11,"Rs.  1,380.00",Rs.  880.00,Rs.  500.00
2024,October,Nittambuwa,Jambo comb .xL,1,Rs.  200.00,Rs.  140.00,Rs.  60.00
2024,October,Nittambuwa,jambo comb S-100,2,Rs.  240.00,Rs.  110.00,Rs.  130.00
2024,October,Nittambuwa,janet  powder - 1200,4,"Rs.  4,320.00","Rs.  4,080.00",Rs.  240.00
2024,October,Nittambuwa,janet bb cream L -995,1,Rs.  900.00,Rs.  716.00,Rs.  184.00
2024,October,Nittambuwa,janet orange dio (L),2,Rs.  960.00,Rs.  848.00,Rs.  112.00
2024,October,Nittambuwa,Janet pancake - 1495,1,"Rs.  1,350.00","Rs.  1,270.75",Rs.  79.25
2024,October,Nittambuwa,jasmin sent - 480,1,Rs.  480.00,Rs.  375.00,Rs.  105.00
2024,October,Nittambuwa,Jel mask powder bottle - 3000,6,"Rs.  18,000.00","Rs.  15,000.00","Rs.  3,000.00"
2024,October,Nittambuwa,jinruixin side brush - 450,1,Rs.  450.00,Rs.  320.00,Rs.  130.00
2024,October,Nittambuwa,jovees   massange cream wheatgrm vi e-2110,1,"Rs.  2,110.00","Rs.  1,803.75",Rs.  306.25
2024,October,Nittambuwa,jovees 24k good facial kit  s -5940,1,"Rs.  5,940.00","Rs.  4,946.25",Rs.  993.75
2024,October,Nittambuwa,jovees apricot &  almond scrub - 1430,3,"Rs.  4,210.00","Rs.  3,318.00",Rs.  892.00
2024,October,Nittambuwa,jovees citrus cleansing milk,2,"Rs.  2,940.00","Rs.  2,177.50",Rs.  762.50
2024,October,Nittambuwa,jovees glow pack  - 2320,1,"Rs.  2,320.00","Rs.  1,799.00",Rs.  521.00
2024,October,Nittambuwa,jovees grape face wash -1925,1,"Rs.  1,640.00","Rs.  1,251.25",Rs.  388.75
2024,October,Nittambuwa,jovees jojoba &  neem scrub,1,"Rs.  1,860.00","Rs.  1,545.00",Rs.  315.00
2024,October,Nittambuwa,jovees neem f/w -1790,3,"Rs.  5,070.00","Rs.  4,168.50",Rs.  901.50
2024,October,Nittambuwa,jovees papaya & honey mud scrub - 1920,2,"Rs.  3,840.00",Rs.  0.00,"Rs.  3,840.00"
2024,October,Nittambuwa,jovees papaya f/w -2020,1,"Rs.  1,720.00","Rs.  1,313.00",Rs.  407.00
2024,October,Nittambuwa,jovees sandalwood day cream,1,"Rs.  2,180.00","Rs.  1,811.25",Rs.  368.75
2024,October,Nittambuwa,jovees strawberry f/w -1765,4,"Rs.  6,000.00","Rs.  4,589.00","Rs.  1,411.00"
2024,October,Nittambuwa,jovees suncover spf30 - 1580,1,"Rs.  1,490.00","Rs.  1,312.50",Rs.  177.50
2024,October,Nittambuwa,junsui  ice cool face wash,1,Rs.  900.00,Rs.  700.00,Rs.  200.00
2024,October,Nittambuwa,kaiws black,11,"Rs.  6,600.00","Rs.  4,950.00","Rs.  1,650.00"
2024,October,Nittambuwa,kaiws colour,17,"Rs.  10,950.00","Rs.  8,925.00","Rs.  2,025.00"
2024,October,Nittambuwa,kajal blue heven red-120,0,Rs.  0.00,Rs.  0.00,Rs.  0.00
2024,October,Nittambuwa,kajal blue heven-150,7,"Rs.  1,050.00",Rs.  490.00,Rs.  560.00
2024,October,Nittambuwa,kejo cold wax.s,3,"Rs.  1,530.00","Rs.  1,239.00",Rs.  291.00
2024,October,Nittambuwa,kejo hot wax.s,2,"Rs.  1,020.00",Rs.  826.00,Rs.  194.00
2024,October,Nittambuwa,kejo wax cold L,4,"Rs.  3,200.00","Rs.  2,604.00",Rs.  596.00
2024,October,Nittambuwa,kejo wax hot L,8,"Rs.  6,400.00","Rs.  5,208.00","Rs.  1,192.00"
2024,October,Nittambuwa,keune black  1,6,"Rs.  11,100.00","Rs.  9,840.00","Rs.  1,260.00"
2024,October,Nittambuwa,keune black 3,4,"Rs.  7,400.00","Rs.  6,560.00",Rs.  840.00
2024,October,Nittambuwa,keune developer -6%,11,"Rs.  5,830.00","Rs.  5,148.00",Rs.  682.00
2024,October,Nittambuwa,keune fastoin colour  - 2000,2,"Rs.  5,480.00","Rs.  4,928.00",Rs.  552.00
2024,October,Nittambuwa,keune fation colour 0.77 - 1900,1,"Rs.  1,710.00","Rs.  1,425.00",Rs.  285.00
2024,October,Nittambuwa,keune keraten neutralizer -7520,1,"Rs.  7,520.00","Rs.  5,841.50","Rs.  1,678.50"
2024,October,Nittambuwa,Keune keratin  strait pack - strong,1,"Rs.  4,250.00","Rs.  3,304.00",Rs.  946.00
2024,October,Nittambuwa,Keune kerating starighteing cream L -8640,2,"Rs.  17,280.00","Rs.  13,440.00","Rs.  3,840.00"
2024,October,Nittambuwa,keune straight cream(85ml),8,"Rs.  26,560.00","Rs.  20,640.00","Rs.  5,920.00"
2024,October,Nittambuwa,kiko milani foundtion -350,2,Rs.  700.00,Rs.  400.00,Rs.  300.00
2024,October,Nittambuwa,kiss beauty  super color highliter conto- 2500,1,"Rs.  2,500.00","Rs.  1,750.00",Rs.  750.00
2024,October,Nittambuwa,kiss beauty compack powder - 450,2,Rs.  900.00,Rs.  600.00,Rs.  300.00
2024,October,Nittambuwa,kiss beauty hyadrolick acid primer - 1100,2,"Rs.  2,200.00","Rs.  1,500.00",Rs.  700.00
2024,October,Nittambuwa,kiss touch make up set S - 750,3,"Rs.  2,250.00","Rs.  1,650.00",Rs.  600.00
2024,October,Nittambuwa,kojic body lotion - 1400,1,"Rs.  1,400.00","Rs.  1,050.00",Rs.  350.00
2024,October,Nittambuwa,kojic body lotion S  - 850,1,Rs.  850.00,Rs.  500.00,Rs.  350.00
2024,October,Nittambuwa,kojie acide sun soap - 850,1,Rs.  950.00,Rs.  600.00,Rs.  350.00
2024,October,Nittambuwa,kosmick pank cake 36/chines/38/303 - 1750,1,"Rs.  1,800.00","Rs.  1,435.00",Rs.  365.00
2024,October,Nittambuwa,kosmik orintel  pank cake - 1800,1,"Rs.  1,620.00","Rs.  1,350.00",Rs.  270.00
2024,October,Nittambuwa,kosmik translotion powder-1600,1,"Rs.  1,600.00","Rs.  1,295.00",Rs.  305.00
2024,October,Nittambuwa,krish powder-320,10,"Rs.  3,200.00","Rs.  2,750.00",Rs.  450.00
2024,October,Nittambuwa,krylon NG 2 stick -7300,1,"Rs.  7,300.00","Rs.  6,630.00",Rs.  670.00
2024,October,Nittambuwa,krylon pan cake  no.02 -1600,9,"Rs.  14,400.00","Rs.  10,350.00","Rs.  4,050.00"
2024,October,Nittambuwa,kryolan pan cake no 1 -6300 (chin),1,"Rs.  6,500.00","Rs.  5,780.00",Rs.  720.00
2024,October,Nittambuwa,kryolan stick no 2-1600,6,"Rs.  9,300.00","Rs.  6,900.00","Rs.  2,400.00"
2024,October,Nittambuwa,la fresh body lotion L -1500,1,"Rs.  1,500.00","Rs.  1,050.00",Rs.  450.00
2024,October,Nittambuwa,la fresh cleansing cream,1,"Rs.  1,500.00","Rs.  1,350.00",Rs.  150.00
2024,October,Nittambuwa,la fresh foot  massange scrub -1500,1,"Rs.  1,500.00","Rs.  1,200.00",Rs.  300.00
2024,October,Nittambuwa,La fresh gel   (L),2,"Rs.  2,600.00","Rs.  1,950.00",Rs.  650.00
2024,October,Nittambuwa,La fresh gel  (M),4,"Rs.  2,800.00","Rs.  2,100.00",Rs.  700.00
2024,October,Nittambuwa,la fresh gold scrub,4,"Rs.  5,450.00","Rs.  3,950.00","Rs.  1,500.00"
2024,October,Nittambuwa,la fresh hair mouse-1200,6,"Rs.  7,200.00","Rs.  5,700.00","Rs.  1,500.00"
2024,October,Nittambuwa,la fresh hair spray-1200,3,"Rs.  3,600.00","Rs.  2,400.00","Rs.  1,200.00"
2024,October,Nittambuwa,la fresh massange cream - 1800,2,"Rs.  3,600.00","Rs.  2,400.00","Rs.  1,200.00"
2024,October,Nittambuwa,la fresh saffron face mask - 1700,2,"Rs.  3,600.00","Rs.  2,800.00",Rs.  800.00
2024,October,Nittambuwa,la girl pro conceler - 600,1,Rs.  550.00,Rs.  450.00,Rs.  100.00
2024,October,Nittambuwa,lady rezer - 100,2,Rs.  200.00,Rs.  110.00,Rs.  90.00
2024,October,Nittambuwa,lakme kajal- 350,8,"Rs.  2,800.00","Rs.  1,760.00","Rs.  1,040.00"
2024,October,Nittambuwa,lanis colour,8,"Rs.  4,160.00","Rs.  3,360.00",Rs.  800.00
2024,October,Nittambuwa,laniss black2.0,76,"Rs.  34,200.00","Rs.  28,120.00","Rs.  6,080.00"
2024,October,Nittambuwa,lareen 3D 45 coloureye shadow-2200,1,"Rs.  2,200.00","Rs.  1,500.00",Rs.  700.00
2024,October,Nittambuwa,lareen base colour & top code- 450,1,Rs.  450.00,Rs.  350.00,Rs.  100.00
2024,October,Nittambuwa,lareen eye shadow 30 colour - 1800,1,"Rs.  1,800.00","Rs.  1,200.00",Rs.  600.00
2024,October,Nittambuwa,Leilu hair spray,48,"Rs.  36,000.00","Rs.  25,920.00","Rs.  10,080.00"
2024,October,Nittambuwa,lemon crystal jelly mask - 1400,1,"Rs.  1,350.00","Rs.  1,200.00",Rs.  150.00
2024,October,Nittambuwa,link  hair care cool,10,"Rs.  3,300.00","Rs.  3,150.00",Rs.  150.00
2024,October,Nittambuwa,lip brush set - 250,1,Rs.  250.00,Rs.  180.00,Rs.  70.00
2024,October,Nittambuwa,lip gloss  -400,1,Rs.  400.00,Rs.  190.00,Rs.  210.00
2024,October,Nittambuwa,Lip gloss - 300,16,"Rs.  4,800.00","Rs.  4,000.00",Rs.  800.00
2024,October,Nittambuwa,lip gloss - 650,3,"Rs.  1,950.00","Rs.  1,650.00",Rs.  300.00
2024,October,Nittambuwa,lip gloss-350,7,"Rs.  2,450.00","Rs.  1,925.00",Rs.  525.00
2024,October,Nittambuwa,lip gloss-450,2,Rs.  900.00,Rs.  700.00,Rs.  200.00
2024,October,Nittambuwa,lip liner  & eye- 140,7,Rs.  980.00,Rs.  700.00,Rs.  280.00
2024,October,Nittambuwa,lip liner pencil-120,2,Rs.  240.00,Rs.  140.00,Rs.  100.00
2024,October,Nittambuwa,lipst - 250,6,"Rs.  1,500.00",Rs.  900.00,Rs.  600.00
2024,October,Nittambuwa,lipstick -300,2,Rs.  600.00,Rs.  400.00,Rs.  200.00
2024,October,Nittambuwa,Lipstick -450,2,Rs.  900.00,Rs.  750.00,Rs.  150.00
2024,October,Nittambuwa,lipstick pen - 220,2,Rs.  500.00,Rs.  300.00,Rs.  200.00
2024,October,Nittambuwa,Lipstick pen - 300,19,"Rs.  5,700.00","Rs.  4,180.00","Rs.  1,520.00"
2024,October,Nittambuwa,lipstick-220,21,"Rs.  4,620.00","Rs.  2,940.00","Rs.  1,680.00"
2024,October,Nittambuwa,lipstick-350,2,Rs.  700.00,Rs.  480.00,Rs.  220.00
2024,October,Nittambuwa,loreal  colour protection shampo -2500,1,"Rs.  2,500.00","Rs.  1,950.00",Rs.  550.00
2024,October,Nittambuwa,loreal colour protectuin  conditioner -2500,1,"Rs.  2,500.00","Rs.  1,650.00",Rs.  850.00
2024,October,Nittambuwa,loreal damage hair conditioner  - 2500,2,"Rs.  5,000.00","Rs.  4,200.00",Rs.  800.00
2024,October,Nittambuwa,loreal damage hair shampo - 2200,2,"Rs.  4,400.00","Rs.  3,400.00","Rs.  1,000.00"
2024,October,Nittambuwa,Lucky sponch,15,"Rs.  2,040.00","Rs.  1,200.00",Rs.  840.00
2024,October,Nittambuwa,luna silk hair cream - 950,2,"Rs.  1,900.00","Rs.  1,500.00",Rs.  400.00
2024,October,Nittambuwa,mac  eye liner -300,1,Rs.  280.00,Rs.  175.00,Rs.  105.00
2024,October,Nittambuwa,mac blusher -650,1,Rs.  650.00,Rs.  500.00,Rs.  150.00
2024,October,Nittambuwa,mac compack powder  -950,2,"Rs.  1,950.00","Rs.  1,200.00",Rs.  750.00
2024,October,Nittambuwa,mac crimper iron- 5501,1,"Rs.  9,500.00","Rs.  6,900.00","Rs.  2,600.00"
2024,October,Nittambuwa,mac eye lash-100,43,"Rs.  4,300.00","Rs.  2,365.00","Rs.  1,935.00"
2024,October,Nittambuwa,mac fixer spray- 1400,3,"Rs.  4,200.00","Rs.  3,300.00",Rs.  900.00
2024,October,Nittambuwa,mac hair trimmer mc 5835 - 9500,1,"Rs.  9,500.00","Rs.  7,500.00","Rs.  2,000.00"
2024,October,Nittambuwa,mac liqued fix  foundation -1200,10,"Rs.  12,800.00","Rs.  8,500.00","Rs.  4,300.00"
2024,October,Nittambuwa,mac primer -1200,4,"Rs.  4,800.00","Rs.  3,200.00","Rs.  1,600.00"
2024,October,Nittambuwa,mac primer-1400,1,"Rs.  1,400.00","Rs.  1,100.00",Rs.  300.00
2024,October,Nittambuwa,machine comb-120,5,Rs.  690.00,Rs.  400.00,Rs.  290.00
2024,October,Nittambuwa,magick lipstick alo - 180,1,Rs.  220.00,Rs.  100.00,Rs.  120.00
2024,October,Nittambuwa,magick sponch,57,"Rs.  14,650.00","Rs.  7,125.00","Rs.  7,525.00"
2024,October,Nittambuwa,make ap mixing plate - 1000,1,"Rs.  1,000.00",Rs.  725.00,Rs.  275.00
2024,October,Nittambuwa,make up brush (powder)-200,2,Rs.  350.00,Rs.  360.00,-Rs.  10.00
2024,October,Nittambuwa,make up brush set -500,2,"Rs.  1,000.00",Rs.  200.00,Rs.  800.00
2024,October,Nittambuwa,make up brush set -750,1,Rs.  750.00,Rs.  500.00,Rs.  250.00
2024,October,Nittambuwa,make up brush set mac-2500(24 pec),1,"Rs.  2,500.00","Rs.  2,000.00",Rs.  500.00
2024,October,Nittambuwa,make up brush set mac-2900,2,"Rs.  5,800.00","Rs.  4,400.00","Rs.  1,400.00"
2024,October,Nittambuwa,make up brush(powder) -150,2,Rs.  270.00,Rs.  200.00,Rs.  70.00
2024,October,Nittambuwa,make up sponch 4,1,Rs.  100.00,Rs.  75.00,Rs.  25.00
2024,October,Nittambuwa,manicure set S - 750,2,"Rs.  1,500.00","Rs.  1,000.00",Rs.  500.00
2024,October,Nittambuwa,mbc gold kit M -4500,1,"Rs.  4,500.00","Rs.  3,500.00","Rs.  1,000.00"
2024,October,Nittambuwa,meiyani make up brush set - 1100,2,"Rs.  2,200.00","Rs.  1,500.00",Rs.  700.00
2024,October,Nittambuwa,mifi pancack-850,1,Rs.  850.00,Rs.  700.00,Rs.  150.00
2024,October,Nittambuwa,minister liquid eye shadow - 500,5,"Rs.  2,400.00","Rs.  1,625.00",Rs.  775.00
2024,October,Nittambuwa,Miss rose  eye shadow - 2200,1,"Rs.  2,200.00","Rs.  1,800.00",Rs.  400.00
2024,October,Nittambuwa,miss rose compact powder- 600,4,"Rs.  2,500.00","Rs.  1,800.00",Rs.  700.00
2024,October,Nittambuwa,miss rose consuler stick - 750,1,Rs.  850.00,Rs.  550.00,Rs.  300.00
2024,October,Nittambuwa,miss rose eye liner pen- 400,10,"Rs.  3,850.00","Rs.  2,500.00","Rs.  1,350.00"
2024,October,Nittambuwa,miss rose gel eye liner - 900,2,"Rs.  1,800.00","Rs.  1,300.00",Rs.  500.00
2024,October,Nittambuwa,miss rose lipts pen -320,1,Rs.  400.00,Rs.  250.00,Rs.  150.00
2024,October,Nittambuwa,miss rose maskara-500,4,"Rs.  2,000.00","Rs.  1,360.00",Rs.  640.00
2024,October,Nittambuwa,my beauty  sponch packet - 300,3,Rs.  900.00,Rs.  600.00,Rs.  300.00
2024,October,Nittambuwa,nail art brush set - 650,5,"Rs.  3,250.00","Rs.  2,250.00","Rs.  1,000.00"
2024,October,Nittambuwa,nail art dotting tool - 550,1,Rs.  550.00,Rs.  450.00,Rs.  100.00
2024,October,Nittambuwa,nail art sticker - 150,2,Rs.  300.00,Rs.  200.00,Rs.  100.00
2024,October,Nittambuwa,nail brush L -150,4,Rs.  610.00,Rs.  450.00,Rs.  160.00
2024,October,Nittambuwa,nail buffer 160,4,Rs.  640.00,Rs.  440.00,Rs.  200.00
2024,October,Nittambuwa,nail cutter - 200,3,Rs.  600.00,Rs.  450.00,Rs.  150.00
2024,October,Nittambuwa,nail cutter -120,1,Rs.  120.00,Rs.  75.00,Rs.  45.00
2024,October,Nittambuwa,nail cutter-150,1,Rs.  150.00,Rs.  80.00,Rs.  70.00
2024,October,Nittambuwa,nail dust( glitter) - 100,2,Rs.  200.00,Rs.  100.00,Rs.  100.00
2024,October,Nittambuwa,nail file - 280,2,Rs.  560.00,Rs.  400.00,Rs.  160.00
2024,October,Nittambuwa,Nail file weiwei (s)-120,1,Rs.  120.00,Rs.  90.00,Rs.  30.00
2024,October,Nittambuwa,nail glue - 200,11,"Rs.  2,200.00","Rs.  1,320.00",Rs.  880.00
2024,October,Nittambuwa,nail pusher steel- 280,1,Rs.  280.00,Rs.  200.00,Rs.  80.00
2024,October,Nittambuwa,nail remove - 150,1,Rs.  150.00,Rs.  100.00,Rs.  50.00
2024,October,Nittambuwa,nail set  transprant- 350,3,"Rs.  1,050.00",Rs.  525.00,Rs.  525.00
2024,October,Nittambuwa,Nail set box - 500,1,Rs.  500.00,Rs.  400.00,Rs.  100.00
2024,October,Nittambuwa,nail set box transpernet box - 550,2,"Rs.  1,100.00",Rs.  900.00,Rs.  200.00
2024,October,Nittambuwa,nail set colour box - 350,6,"Rs.  2,100.00","Rs.  1,350.00",Rs.  750.00
2024,October,Nittambuwa,nail set foot  toe - 80,1,Rs.  80.00,Rs.  27.00,Rs.  53.00
2024,October,Nittambuwa,nail set loose,1,Rs.  100.00,Rs.  60.00,Rs.  40.00
2024,October,Nittambuwa,nail set off white box- 350,4,"Rs.  1,400.00",Rs.  700.00,Rs.  700.00
2024,October,Nittambuwa,nail set white  -350,1,Rs.  350.00,Rs.  290.00,Rs.  60.00
2024,October,Nittambuwa,nail tissue -120,2,Rs.  240.00,Rs.  110.00,Rs.  130.00
2024,October,Nittambuwa,nanny shaving gel,8,"Rs.  3,360.00","Rs.  2,800.00",Rs.  560.00
2024,October,Nittambuwa,Nawarathna indian -100ml,3,"Rs.  1,050.00",Rs.  990.00,Rs.  60.00
2024,October,Nittambuwa,Nawarathna indian -200ml,2,"Rs.  1,140.00","Rs.  1,040.00",Rs.  100.00
